Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
3,8.2485,13.085,0.0314,0.1748,0.1963,FCC
3,8.3015,13.33,0.0349,0.1797,0.2031,FCC
3,8.2435,12.94,0.03,0.1692,0.1887,FCC
2,8.2965,13.185,0.0326,0.175,0.196,FCC
3,8.9465,10.72,0.1131,0.5094,0.2406,IM
3,9.1535,9.91,0.1062,0.5402,0.2052,IM
4,9.374,10.065,0.1125,0.5355,0.2084,IM
3,8.711,10.13,0.0997,0.4964,0.204,IM
3,8.9975,9.875,0.1013,0.5054,0.2091,IM
3,9.372,10.26,0.1124,0.5363,0.2213,IM
3,8.933,10.455,0.1067,0.4963,0.2192,IM
2,8.7075,10.155,0.0983,0.4928,0.2045,IM
2,8.928,10.31,0.1042,0.4899,0.2074,IM
3,7.7975,10.005,0.099,0.4688,0.2131,IM
3,11.148,9.265,0.122,0.6009,0.263,IM
2,11.3225,9.995,0.1263,0.556,0.2972,IM
3,11.4765,10.225,0.1321,0.5878,0.3072,IM
2,11.319,10.02,0.1253,0.5544,0.2977,IM
3,11.473,10.25,0.1311,0.5864,0.3077,IM
3,11.3815,9.635,0.1223,0.5702,0.2905,IM
3,11.3155,10.045,0.1242,0.5527,0.2982,IM
3,11.2495,10.455,0.1239,0.5329,0.3047,IM
3,11.0765,9.895,0.1247,0.5833,0.2827,IM
4,11.312,10.07,0.1231,0.5509,0.2986,IM
3,9.545,9.95,0.1214,0.5353,0.2901,IM
3,9.0875,10.15,0.1194,0.5179,0.2769,IM
3,9.3535,9.81,0.126,0.5732,0.2711,IM
3,9.161,9.53,0.1241,0.5785,0.2461,IM
2,9.3485,9.665,0.1234,0.5683,0.2601,IM
3,9.7385,9.495,0.1228,0.6124,0.2761,IM
3,9.7305,9.01,0.1174,0.5984,0.2402,IM
2,10.1205,8.84,0.1136,0.6389,0.2525,IM
2,9.732,9.18,0.1187,0.6024,0.2528,IM
2,9.1575,9.555,0.1228,0.5762,0.2466,IM
3,9.7335,9.35,0.12,0.6061,0.2649,IM
3,9.345,9.69,0.1221,0.5661,0.2606,IM
4,9.727,9.035,0.1159,0.5951,0.2408,IM
2,10.117,8.865,0.1121,0.6349,0.2531,IM
3,9.7285,9.205,0.1173,0.5992,0.2533,IM
3,9.34,9.545,0.1196,0.5604,0.2492,IM
3,9.8485,9.58,0.121,0.5724,0.2618,IM
2,9.3415,9.715,0.1208,0.5637,0.261,IM
4,9.463,10.26,0.1228,0.5362,0.2786,IM
3,9.7235,9.06,0.1145,0.5916,0.2413,IM
3,9.8435,9.435,0.1185,0.5662,0.2502,IM
2,9.3365,9.57,0.1183,0.5578,0.2496,IM
3,9.845,9.605,0.1197,0.5698,0.2623,IM
3,9.524,9.705,0.1176,0.5479,0.2634,IM
3,9.333,9.595,0.117,0.555,0.2501,IM
2,9.7935,9.975,0.1251,0.5735,0.2234,IM
3,10.8385,10.51,0.1324,0.5872,0.3346,IM
2,12.286,10.595,0.1385,0.6308,0.34,IM
3,11.406,10.965,0.1332,0.5529,0.3571,IM
3,11.06,10.765,0.1228,0.5562,0.3188,IM
3,9.4545,10.04,0.1036,0.5271,0.2554,IM
3,9.829,10.425,0.1151,0.5574,0.2672,IM
2,9.607,10.8,0.1125,0.5082,0.2705,IM
3,8.7305,9.855,0.1026,0.4897,0.2648,IM
3,8.9825,9.745,0.0971,0.5252,0.2298,IM
3,10.4305,9.18,0.1043,0.6112,0.2337,IM
3,10.2085,9.555,0.1075,0.5678,0.2421,IM
3,9.1575,9.18,0.0895,0.532,0.1974,IM
3,9.2935,9.455,0.0965,0.5365,0.204,IM
3,8.657,10.045,0.0994,0.4881,0.2209,IM
3,10.673,10.19,0.1222,0.5689,0.296,IM
3,11.15,10.63,0.1274,0.5678,0.3271,IM
2,9.6445,9.79,0.1145,0.5396,0.2902,IM
2,9.082,9.745,0.1126,0.5263,0.2684,IM
3,12.022,9.055,0.1185,0.653,0.2755,IM
2,12.259,9.4,0.1231,0.6274,0.2988,IM
2,12.058,10.08,0.1296,0.6205,0.3137,IM
2,11.1065,10.03,0.1234,0.5806,0.2832,IM
2,10.168,10.065,0.1033,0.5086,0.2768,IM
2,10.7315,9.805,0.114,0.5693,0.2769,IM
4,10.304,10.34,0.1079,0.5053,0.2825,IM
3,10.9685,10.15,0.1148,0.5408,0.3045,IM
2,8.666,9.06,0.0962,0.5056,0.2371,IM
2,8.938,9.61,0.1084,0.5068,0.2498,IM
3,8.9185,9.735,0.1031,0.4783,0.2502,IM
3,9.5635,9.67,0.104,0.4855,0.2772,IM
4,9.5125,11.045,0.1099,0.4904,0.3246,IM
2,9.586,10.795,0.1143,0.4973,0.3162,IM
3,9.443,11.48,0.1086,0.4715,0.3278,IM
2,9.756,10.08,0.1204,0.5451,0.268,IM
3,10.0945,10.105,0.1226,0.5622,0.2686,IM
2,9.942,10.045,0.1182,0.5319,0.2704,IM
2,10.3705,9.365,0.1064,0.557,0.2365,IM
2,9.6305,8.525,0.096,0.5616,0.2278,IM
2,9.611,8.65,0.0935,0.5351,0.2306,IM
3,10.1585,8.435,0.0985,0.6008,0.2335,IM
2,9.747,8.925,0.0999,0.5403,0.2384,IM
2,9.8635,9.325,0.1014,0.5153,0.248,IM
3,8.917,11.175,0.1071,0.4746,0.2859,IM
3,9.9235,9.175,0.1115,0.5712,0.2459,IM
3,12.0295,10.2,0.1311,0.6277,0.3241,IM
3,9.2765,10.525,0.0916,0.3819,0.2814,IM
3,9.225,10.45,0.0896,0.3779,0.2828,IM
2,9.3905,10.215,0.0944,0.4008,0.2788,IM
2,9.3245,10.625,0.0926,0.3832,0.2805,IM
3,9.273,10.55,0.0906,0.3794,0.2818,IM
3,8.814,10.58,0.0869,0.3564,0.2488,IM
2,9.4935,10.705,0.0894,0.3702,0.2845,IM
2,8.6965,10.915,0.0811,0.3327,0.2459,IM
2,9.4385,10.315,0.0956,0.4025,0.2778,IM
2,9.78,10.62,0.0954,0.403,0.3069,IM
2,9.321,10.65,0.0916,0.3808,0.2809,IM
3,9.2695,10.575,0.0896,0.3768,0.2822,IM
4,9.2035,10.985,0.086,0.3575,0.2819,IM
3,9.49,10.73,0.0886,0.368,0.2849,IM
2,8.505,10.625,0.0885,0.3706,0.2258,IM
2,7.7675,9.46,0.0693,0.3338,0.1803,IM
2,8.501,9.54,0.0903,0.5172,0.1866,IM
2,8.874,9.755,0.1022,0.5511,0.1855,IM
2,9.1605,9.5,0.1037,0.56,0.1919,IM
2,8.297,9.405,0.0841,0.4752,0.1924,IM
4,8.67,9.62,0.0957,0.5125,0.1915,IM
4,8.231,9.815,0.0907,0.4712,0.1879,IM
3,8.5175,9.56,0.0922,0.4802,0.1956,IM
3,8.604,10.03,0.1008,0.5031,0.1859,IM
2,8.8905,9.775,0.1026,0.5121,0.1946,IM
3,8.784,9.31,0.0901,0.5209,0.1926,IM
2,9.0705,9.055,0.0915,0.5294,0.1959,IM
2,9.0045,9.465,0.0988,0.5244,0.196,IM
4,9.091,9.935,0.1079,0.5456,0.1891,IM
2,9.3775,9.68,0.1097,0.5546,0.1957,IM
3,9.159,10.03,0.1089,0.5098,0.1965,IM
2,9.326,9.605,0.1069,0.5491,0.1974,IM
2,8.448,9.995,0.0956,0.4676,0.1913,IM
3,8.6685,10.15,0.1002,0.4647,0.1941,IM
3,8.8355,9.725,0.0985,0.5023,0.1967,IM
3,9.1185,9.155,0.0932,0.5334,0.1946,IM
3,9.4915,9.37,0.1054,0.5678,0.1951,IM
3,9.0525,9.565,0.1003,0.5273,0.1948,IM
3,9.273,9.72,0.1071,0.5256,0.1982,IM
3,8.834,9.915,0.1015,0.485,0.1964,IM
4,8.7805,9.335,0.0886,0.5156,0.1931,IM
2,9.1535,9.55,0.1009,0.5521,0.1929,IM
4,8.7145,9.745,0.0958,0.5114,0.1908,IM
3,9.001,9.49,0.0974,0.5202,0.1965,IM
2,9.2215,9.645,0.1044,0.5201,0.1998,IM
4,8.7825,9.84,0.0987,0.4793,0.198,IM
3,9.1555,10.055,0.1077,0.5072,0.1969,IM
2,8.5105,9.61,0.0894,0.4709,0.1965,IM
2,8.8835,9.825,0.0999,0.505,0.1955,IM
2,8.731,9.765,0.096,0.473,0.1996,IM
4,8.665,10.175,0.099,0.4616,0.1945,IM
3,9.0525,9.905,0.1028,0.4973,0.2001,IM
3,8.395,10.45,0.0927,0.4098,0.1927,IM
2,9.1665,9.255,0.0948,0.5372,0.1933,IM
2,9.387,9.41,0.1034,0.539,0.197,IM
4,8.948,9.605,0.0984,0.4983,0.197,IM
3,9.0345,10.075,0.1068,0.5185,0.1911,IM
2,8.8285,9.435,0.0903,0.5198,0.1919,IM
2,9.3355,9.335,0.1005,0.5322,0.1988,IM
4,8.8965,9.53,0.0954,0.4912,0.1988,IM
3,9.422,9.805,0.1098,0.5536,0.195,IM
3,9.2695,9.745,0.1058,0.5224,0.1987,IM
2,8.8305,9.94,0.1001,0.4817,0.1969,IM
2,9.2035,10.155,0.109,0.5088,0.1958,IM
2,9.49,9.9,0.111,0.5179,0.2019,IM
2,8.711,9.77,0.0944,0.507,0.1913,IM
3,8.9975,9.515,0.096,0.5158,0.197,IM
4,8.779,9.865,0.0974,0.4757,0.1985,IM
2,9.152,10.08,0.1066,0.5044,0.1974,IM
3,9.4385,9.825,0.1085,0.5135,0.2036,IM
3,9.3725,10.235,0.11,0.4981,0.2004,IM
2,9.1005,10.005,0.1041,0.4995,0.199,IM
4,8.6615,10.2,0.0978,0.4584,0.195,IM
3,9.321,10.16,0.1078,0.4944,0.2019,IM
4,8.882,10.355,0.1008,0.4536,0.1977,IM
3,8.3915,10.475,0.0917,0.4068,0.1931,IM
3,9.3835,9.435,0.102,0.5351,0.1975,IM
3,9.2515,10.255,0.1103,0.5103,0.1947,IM
3,9.0455,9.615,0.0975,0.5191,0.1958,IM
2,8.9795,10.025,0.1028,0.5101,0.1933,IM
2,9.266,9.77,0.1045,0.5191,0.1992,IM
2,8.827,9.965,0.0988,0.4783,0.1974,IM
4,9.1135,9.71,0.1006,0.4874,0.2026,IM
3,9.2,10.18,0.1078,0.5062,0.1963,IM
2,9.4865,9.925,0.1098,0.5153,0.2024,IM
4,8.928,9.95,0.1,0.504,0.1949,IM
2,9.062,9.635,0.0979,0.4809,0.2043,IM
2,9.1485,10.105,0.1054,0.5015,0.1979,IM
4,8.7095,10.3,0.0991,0.4606,0.1939,IM
3,9.097,10.03,0.1029,0.4963,0.1995,IM
2,9.3175,10.185,0.1067,0.4918,0.2024,IM
4,8.8785,10.38,0.0998,0.4509,0.1981,IM
2,8.941,9.655,0.0955,0.4902,0.1981,IM
2,9.6005,9.615,0.1077,0.5304,0.2016,IM
3,9.2625,9.795,0.1032,0.5156,0.1997,IM
3,8.8235,9.99,0.0975,0.4746,0.1978,IM
3,9.11,9.735,0.0993,0.4837,0.2031,IM
3,9.1965,10.205,0.1066,0.5034,0.1968,IM
4,9.483,9.95,0.1086,0.5125,0.2029,IM
3,9.044,10.145,0.1023,0.4719,0.2009,IM
3,9.417,10.36,0.1101,0.4971,0.1997,IM
2,9.4315,9.875,0.1061,0.5075,0.2046,IM
4,8.9925,10.07,0.0998,0.4667,0.2025,IM
3,8.875,10.405,0.0987,0.4481,0.1985,IM
3,9.531,10.05,0.1099,0.5143,0.2018,IM
3,8.923,10.505,0.0998,0.4499,0.1975,IM
3,7.7055,9.415,0.0961,0.4616,0.1883,IM
2,7.2955,9.32,0.0886,0.468,0.1799,IM
3,7.6675,9.25,0.0856,0.4398,0.1905,IM
2,7.702,9.44,0.0947,0.4575,0.1888,IM
2,7.5845,9.775,0.096,0.4413,0.1867,IM
2,7.865,8.835,0.0898,0.4801,0.1885,IM
2,7.6985,9.465,0.0932,0.4532,0.1893,IM
2,7.8355,10.065,0.0902,0.3909,0.1956,IM
3,7.784,9.99,0.0877,0.3844,0.1971,IM
3,7.712,9.375,0.0858,0.4386,0.1898,IM
2,7.9815,9.235,0.0934,0.4577,0.1943,IM
3,7.7145,10.425,0.0868,0.3678,0.1886,IM
2,9.454,9.605,0.0843,0.3865,0.2587,IM
3,10.542,9.865,0.1123,0.5029,0.2783,IM
2,10.7075,9.63,0.1152,0.5244,0.2708,IM
3,11.115,9.525,0.1164,0.5408,0.2923,IM
2,10.9975,9.86,0.1151,0.5211,0.3004,IM
2,10.5385,9.89,0.1113,0.5007,0.2787,IM
3,11.163,9.625,0.1176,0.5423,0.2912,IM
3,11.1115,9.55,0.1154,0.5381,0.2928,IM
3,11.0455,9.96,0.1161,0.5223,0.2994,IM
2,11.67,9.695,0.1222,0.5639,0.3064,IM
3,10.598,9.905,0.1215,0.5641,0.2413,IM
3,11.0935,10.06,0.1171,0.5234,0.2983,IM
3,10.464,10.54,0.1068,0.4543,0.2809,IM
2,10.8715,10.435,0.1091,0.4724,0.3054,IM
2,10.295,10.8,0.0992,0.4291,0.2858,IM
2,8.74,10.015,0.1058,0.4555,0.241,IM
2,9.57,10.65,0.0923,0.3922,0.2851,IM
3,8.7625,8.95,0.1114,0.5605,0.226,IM
3,9.674,8.79,0.1116,0.5843,0.2295,IM
2,9.608,9.2,0.1178,0.5739,0.2374,IM
3,9.2855,9.13,0.1144,0.5484,0.2256,IM
2,9.6045,9.225,0.1165,0.5707,0.2379,IM
3,9.739,9.115,0.1118,0.5515,0.2411,IM
3,9.1645,9.49,0.1144,0.5275,0.2331,IM
2,9.2785,9.18,0.1118,0.5417,0.2267,IM
4,9.4645,9.145,0.1099,0.5282,0.2287,IM
3,9.7355,9.14,0.1105,0.5478,0.2417,IM
3,9.161,9.515,0.1132,0.5245,0.2336,IM
3,9.347,9.48,0.111,0.5111,0.236,IM
1,8.14,14.835,0.0372,0.1702,0.2321,FCC
1,8.212,14.415,0.0377,0.1717,0.2189,FCC
1,8.0885,14.76,0.0352,0.1663,0.232,FCC
1,8.109,14.265,0.0343,0.165,0.219,FCC
4,8.118,12.02,0.0412,0.2032,0.1574,FCC
1,7.9085,15.14,0.0378,0.1567,0.1869,FCC
1,7.4925,15.75,0.0349,0.1671,0.2105,FCC
1,7.785,15.485,0.0348,0.151,0.1973,FCC
1,7.7335,15.41,0.0326,0.1462,0.1965,FCC
1,7.8775,14.57,0.0343,0.1516,0.1731,FCC
1,7.754,12.41,0.0438,0.1896,0.1051,BCC+FCC
1,7.6215,15.755,0.0347,0.1564,0.2181,FCC
1,7.642,15.26,0.035,0.1559,0.2075,FCC
1,7.7815,13.005,0.0461,0.1917,0.1305,BCC+FCC
1,7.946,14.175,0.0339,0.1502,0.1582,FCC
1,7.809,16.105,0.0356,0.1503,0.2076,FCC
4,7.5665,15.705,0.0307,0.1447,0.2172,FCC
1,7.994,14.275,0.0352,0.1506,0.1584,FCC
1,7.7985,15.04,0.0319,0.1428,0.1853,FCC
1,7.8705,14.62,0.0327,0.1459,0.1727,FCC
1,7.9425,14.2,0.0326,0.1477,0.158,FCC
1,7.74,12.19,0.0458,0.1861,0.1174,BCC+FCC
1,7.666,15.88,0.0348,0.1544,0.2183,FCC
1,7.826,15.635,0.0338,0.1455,0.1972,FCC
1,7.826,13.13,0.0461,0.19,0.1303,BCC+FCC
1,7.745,13.225,0.0486,0.2014,0.1242,BCC+FCC
1,7.707,14.89,0.0351,0.1531,0.1957,FCC
1,7.8465,15.14,0.033,0.1442,0.1857,FCC
1,7.7275,14.395,0.0347,0.1523,0.1822,FCC
1,7.867,14.645,0.0318,0.1427,0.1725,FCC
1,8.011,13.805,0.0327,0.146,0.1406,FCC
1,7.5905,13,0.0442,0.1916,0.1246,BCC+FCC
1,7.8225,15.66,0.0328,0.1418,0.1969,FCC
1,7.7845,12.315,0.0458,0.1844,0.117,BCC+FCC
1,7.652,12.335,0.0468,0.1921,0.1124,BCC+FCC
1,7.659,12.605,0.0441,0.1916,0.0982,BCC+FCC
1,7.549,12.185,0.0438,0.1826,0.1136,BCC+FCC
1,7.6075,12.53,0.0428,0.1877,0.0985,BCC+FCC
4,7.909,12.59,0.0323,0.1528,0.1039,FCC
1,7.922,13.33,0.0476,0.1907,0.1298,BCC+FCC
1,7.819,13.18,0.0447,0.1855,0.1304,BCC+FCC
1,7.597,12.285,0.0446,0.1843,0.1131,BCC+FCC
1,7.645,12.385,0.0454,0.1859,0.1126,BCC+FCC
1,7.652,12.655,0.0429,0.186,0.0982,BCC+FCC
1,7.9665,13.455,0.0477,0.1891,0.1295,BCC+FCC
1,7.834,13.475,0.0487,0.1982,0.1238,BCC+FCC
1,7.7825,13.4,0.0472,0.1954,0.124,BCC+FCC
3,10.5385,9.27,0.1185,0.6162,0.273,IM
3,10.535,9.295,0.1172,0.6126,0.2735,IM
2,10.7865,9.545,0.1248,0.6198,0.2757,IM
3,10.5,9.52,0.119,0.5899,0.2815,IM
3,10.851,9.945,0.1282,0.5993,0.2776,IM
2,10.616,9.995,0.1246,0.5751,0.2829,IM
2,10.548,9.62,0.1203,0.592,0.2804,IM
3,10.513,9.845,0.1201,0.5676,0.2861,IM
3,10.664,10.095,0.1257,0.5762,0.2819,IM
2,10.6125,10.02,0.1235,0.5729,0.2834,IM
4,10.629,10.32,0.123,0.5492,0.285,IM
3,10.326,9.995,0.1176,0.5446,0.2897,IM
4,10.5775,10.245,0.1211,0.5465,0.2865,IM
3,10.526,10.17,0.1191,0.5433,0.288,IM
2,10.574,10.27,0.1201,0.5445,0.287,IM
2,10.5225,10.195,0.1181,0.5411,0.2884,IM
3,9.214,9.795,0.1136,0.5046,0.2833,IM
4,7.9065,14.695,0.0335,0.1726,0.2578,FCC
1,7.9135,15.785,0.0348,0.1758,0.2808,FCC
4,8.2525,12.695,0.0316,0.172,0.1799,FCC
4,8.3005,12.795,0.0327,0.1721,0.1795,FCC
4,8.249,12.72,0.0303,0.17,0.1801,FCC
4,8.2455,12.745,0.03,0.1677,0.1802,FCC
4,8.654,12.68,0.0349,0.2038,0.2018,FCC
2,8.832,11.21,0.0841,0.3641,0.2882,IM
2,9.4,9.965,0.1004,0.4821,0.2426,IM
2,9.718,9.79,0.1047,0.5328,0.2363,IM
3,9.5655,9.73,0.1008,0.501,0.2386,IM
3,9.6005,10.125,0.1061,0.516,0.2388,IM
4,9.448,10.065,0.1017,0.4845,0.2416,IM
3,10.076,10.115,0.1066,0.4965,0.2756,IM
2,9.3305,10.4,0.101,0.4664,0.2422,IM
3,9.496,10.165,0.103,0.4867,0.2405,IM
3,8.6025,9.335,0.097,0.4651,0.2351,IM
2,8.533,9.77,0.0992,0.4523,0.2376,IM
3,8.6015,10.07,0.0959,0.4204,0.243,IM
2,8.581,9.87,0.1004,0.4548,0.2365,IM
2,9.154,8.975,0.091,0.5268,0.2248,IM
2,8.86,9.235,0.0834,0.5299,0.1992,IM
2,9.1465,8.98,0.0846,0.5381,0.1994,IM
2,9.202,9.075,0.0927,0.5316,0.2235,IM
2,9.233,9.17,0.0929,0.5436,0.2125,IM
3,9.029,9.315,0.0908,0.5291,0.2047,IM
3,8.794,9.365,0.0885,0.5025,0.2153,IM
2,8.9115,9.65,0.0954,0.5173,0.2077,IM
2,8.963,9.445,0.0943,0.4998,0.2206,IM
4,8.759,9.59,0.0919,0.4848,0.2108,IM
3,9.246,9.495,0.0985,0.5296,0.2089,IM
3,9.228,9.725,0.1016,0.5012,0.2235,IM
4,9.024,9.87,0.0989,0.4861,0.2135,IM
2,7.5445,9.225,0.0837,0.4532,0.211,IM
2,10.2825,8.665,0.0883,0.5821,0.2307,IM
2,9.874,9.01,0.0885,0.5854,0.2208,IM
2,10.213,9.1,0.0962,0.5784,0.2394,IM
2,9.434,9.275,0.0927,0.5495,0.2132,IM
3,10.212,9.17,0.1036,0.581,0.232,IM
2,9.773,9.365,0.0985,0.5404,0.2353,IM
3,9.164,9.55,0.094,0.5053,0.2198,IM
3,9.0465,9.885,0.0967,0.4914,0.2216,IM
3,10.091,9.19,0.0983,0.5885,0.2252,IM
3,10.43,9.28,0.1046,0.5787,0.2437,IM
3,9.821,9.465,0.1001,0.5439,0.2341,IM
2,9.4985,9.395,0.0971,0.5176,0.2197,IM
2,9.381,9.73,0.0999,0.5033,0.2236,IM
3,10.478,9.38,0.1061,0.582,0.2425,IM
2,9.5465,9.495,0.0986,0.521,0.2185,IM
2,10.038,9.645,0.1064,0.5411,0.2381,IM
2,9.429,9.83,0.1013,0.5062,0.2224,IM
3,9.7155,9.575,0.1031,0.5151,0.2237,IM
3,9.768,9.92,0.1036,0.493,0.2454,IM
3,9.816,10.02,0.1049,0.4953,0.2443,IM
2,8.032,9.075,0.0848,0.4683,0.2111,IM
3,8.1805,8.955,0.0893,0.4956,0.2073,IM
2,8.841,9.185,0.1032,0.5162,0.2329,IM
3,9.2095,8.8,0.092,0.5081,0.2227,IM
3,8.906,9.17,0.098,0.5105,0.2288,IM
3,9.6315,9.385,0.1055,0.5215,0.247,IM
2,8.5825,9.835,0.0976,0.4435,0.2243,IM
2,8.331,9.285,0.0771,0.4603,0.1832,IM
2,8.419,9.46,0.0825,0.4638,0.1903,IM
3,9.2255,8.915,0.0895,0.5096,0.192,IM
2,9.027,9.345,0.0927,0.5026,0.1967,IM
2,8.737,9.285,0.0828,0.5113,0.1848,IM
2,9.0235,9.03,0.0842,0.5197,0.1875,IM
3,8.6655,9.13,0.0802,0.4739,0.1858,IM
2,8.548,9.465,0.0835,0.4635,0.1872,IM
2,9.156,9.35,0.0933,0.5012,0.1934,IM
2,8.636,9.64,0.0884,0.4648,0.1941,IM
3,8.954,9.465,0.0906,0.5139,0.189,IM
2,9.204,9.45,0.0946,0.5046,0.1922,IM
2,8.684,9.74,0.0898,0.4683,0.1929,IM
2,8.6605,9.685,0.0862,0.4333,0.1936,IM
2,8.543,10.02,0.0873,0.4174,0.1923,IM
2,7.385,8.775,0.0659,0.398,0.1792,IM
3,8.9695,10.55,0.0921,0.4698,0.248,IM
3,8.856,10.37,0.0958,0.4955,0.2186,IM
3,9.025,10.45,0.099,0.4891,0.2227,IM
2,9.1375,10.67,0.0985,0.4538,0.2286,IM
2,8.556,9,0.0797,0.499,0.1904,IM
2,8.1,9.31,0.0839,0.4715,0.191,IM
3,8.4385,9.335,0.0855,0.4909,0.1923,IM
3,8.7595,9.61,0.101,0.4921,0.2019,IM
2,8.552,8.82,0.0813,0.4932,0.1895,IM
3,8.8905,8.845,0.0827,0.5127,0.1904,IM
4,7.91,9.165,0.0869,0.4794,0.1879,IM
2,8.2485,9.19,0.0885,0.4986,0.1891,IM
2,8.4865,9.435,0.0872,0.4954,0.1911,IM
3,8.4345,9.155,0.087,0.4848,0.1935,IM
3,8.131,9.525,0.0927,0.4874,0.1896,IM
3,8.0305,9.745,0.0894,0.4647,0.1885,IM
3,8.369,9.77,0.0912,0.4837,0.1902,IM
2,8.503,9.455,0.0893,0.4595,0.1998,IM
3,8.1995,9.825,0.0933,0.4599,0.1932,IM
2,9.2465,9.515,0.1086,0.5355,0.2025,IM
3,8.821,9.28,0.0902,0.5083,0.1934,IM
3,8.7035,9.615,0.0943,0.4961,0.195,IM
2,9.3515,9.44,0.0816,0.4066,0.2638,IM
2,9.458,10.225,0.0876,0.3861,0.2851,IM
2,10.6105,9.235,0.1137,0.5987,0.2717,IM
2,10.3405,9.51,0.1123,0.5519,0.2831,IM
4,10.741,9.225,0.1141,0.5956,0.2674,IM
2,10.6235,9.56,0.1169,0.5796,0.2779,IM
2,10.3185,9.44,0.1082,0.5168,0.2792,IM
3,10.789,9.325,0.1156,0.5983,0.2663,IM
3,10.943,9.175,0.1105,0.5561,0.2812,IM
2,10.6715,9.66,0.1182,0.5818,0.2768,IM
2,11.367,9.37,0.1146,0.5546,0.3036,IM
4,10.567,9.7,0.1151,0.5529,0.2763,IM
3,10.4495,10.035,0.1155,0.5349,0.2857,IM
2,8.729,8.865,0.1012,0.5301,0.243,IM
2,8.8115,8.755,0.1004,0.524,0.2388,IM
2,8.928,9.155,0.1034,0.5015,0.2487,IM
3,9.5525,8.89,0.1042,0.5394,0.2549,IM
3,8.976,9.255,0.1048,0.5048,0.2475,IM
4,9.5175,9.115,0.1066,0.5197,0.2627,IM
3,8.8585,9.59,0.1062,0.4893,0.2562,IM
2,9.4,9.45,0.1082,0.5042,0.2724,IM
2,9.0445,9.555,0.104,0.4756,0.2577,IM
2,9.2825,9.785,0.1082,0.487,0.2806,IM
2,8.9955,10.19,0.0989,0.4256,0.2733,IM
3,9.669,9.29,0.107,0.5152,0.2657,IM
3,9.448,9.55,0.1095,0.5067,0.2713,IM
2,10.6995,9.17,0.1134,0.5771,0.27,IM
3,9.777,9.13,0.0945,0.5122,0.2241,IM
3,9.467,9.33,0.0864,0.4688,0.2224,IM
3,10.15,9.75,0.0995,0.4884,0.2643,IM
2,9.691,9.78,0.0964,0.4673,0.2356,IM
2,10.4905,10.93,0.1072,0.4951,0.3154,IM
2,8.9465,11.32,0.0926,0.401,0.2872,IM
4,9.362,8.98,0.1043,0.5438,0.2315,IM
2,9.204,9.255,0.1029,0.5037,0.2303,IM
2,8.9895,9.76,0.1056,0.5088,0.2584,IM
2,9.2715,9.925,0.106,0.5008,0.2586,IM
2,10.2445,8.715,0.1078,0.601,0.234,IM
2,10.289,9.715,0.1137,0.5683,0.2832,IM
2,9.781,9.745,0.1119,0.5247,0.2877,IM
3,9.794,10.07,0.1108,0.5023,0.2892,IM
4,9.842,10.17,0.1119,0.504,0.2881,IM
2,8.5165,9.13,0.0738,0.3965,0.2226,IM
2,9.3435,9.87,0.0902,0.4045,0.262,IM
3,9.564,10.025,0.093,0.3989,0.2652,IM
3,9.455,9.675,0.1024,0.5219,0.2311,IM
3,8.897,9.515,0.0949,0.5208,0.2117,IM
3,8.9795,9.405,0.0942,0.5147,0.2037,IM
3,9.2,9.56,0.1023,0.5161,0.2074,IM
3,7.747,9.15,0.082,0.4558,0.1968,IM
4,9.7105,9.41,0.1002,0.5654,0.226,IM
2,9.388,9.34,0.0976,0.5393,0.2115,IM
3,9.931,9.565,0.1089,0.5651,0.2296,IM
3,9.5545,9.375,0.0956,0.529,0.2283,IM
2,10.3665,9.395,0.1125,0.6019,0.2267,IM
2,10.5365,9.405,0.112,0.5963,0.2397,IM
3,9.9275,9.59,0.1074,0.5617,0.2302,IM
3,9.4885,9.785,0.1024,0.5213,0.2329,IM
2,10.7515,9.08,0.1055,0.632,0.2312,IM
3,9.8735,9.47,0.0967,0.5506,0.2409,IM
3,10.16,9.215,0.098,0.5592,0.2375,IM
2,10.363,9.42,0.1111,0.5984,0.2272,IM
2,10.533,9.43,0.1105,0.5927,0.2402,IM
3,9.924,9.615,0.106,0.5581,0.2307,IM
3,10.094,9.625,0.1055,0.5524,0.2446,IM
3,9.485,9.81,0.101,0.5176,0.2334,IM
4,10.0405,9.35,0.1081,0.5726,0.2136,IM
3,10.2105,9.36,0.1076,0.5669,0.2288,IM
3,10.3595,9.445,0.1096,0.5947,0.2278,IM
3,10.207,9.385,0.1061,0.5631,0.2293,IM
4,10.58,9.6,0.1175,0.5925,0.2315,IM
3,8.8995,8.87,0.1028,0.5593,0.2155,IM
2,9.12,9.025,0.1115,0.5597,0.2194,IM
4,10.0135,8.745,0.1063,0.6022,0.2336,IM
3,8.9815,9.08,0.0969,0.5189,0.2226,IM
3,8.881,9.3,0.094,0.4965,0.2267,IM
3,9.439,9.12,0.1131,0.5819,0.2318,IM
2,9.6875,8.7,0.1022,0.5713,0.2252,IM
3,9.587,8.92,0.0993,0.5492,0.2311,IM
3,9.4865,9.14,0.0965,0.5269,0.2365,IM
4,8.369,9.29,0.0914,0.4788,0.2097,IM
3,9.4355,9.145,0.1116,0.5782,0.2323,IM
2,9.521,9.33,0.1066,0.5424,0.2388,IM
3,9.5175,9.355,0.1052,0.5386,0.2393,IM
2,8.1655,8.86,0.0706,0.4701,0.1653,IM
