Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,
4,1.65,4.815,0.039,0.1475,0.0983,0.103,0.3656,0.1884,FCC
4,1.65,4.7175,0.0387,0.1473,0.0985,0.1016,0.3652,0.192,FCC
3,1.65,4.685,0.0376,0.1465,0.0978,0.101,0.3651,0.1931,FCC
3,1.6,4.8225,0.0387,0.1487,0.0975,0.1106,0.3796,0.1863,FCC
2,1.6,4.79,0.0397,0.1496,0.0984,0.11,0.3794,0.1876,FCC
3,1.55,4.765,0.0403,0.1517,0.0985,0.1157,0.3921,0.1866,FCC
4,1.9,4.8725,0.0345,0.1394,0.1068,0.0817,0.3163,0.1581,FCC
2,1.9,4.84,0.0346,0.1391,0.1071,0.0822,0.3159,0.1597,FCC
1,1.9,4.85,0.0287,0.1164,0.0885,0.0688,0.305,0.1622,FCC
3,1.9,4.8175,0.0287,0.1161,0.089,0.069,0.3046,0.1637,FCC
4,1.85,4.88,0.0345,0.1418,0.1062,0.0946,0.3284,0.1546,FCC
3,1.85,4.89,0.0279,0.1182,0.0865,0.0823,0.3187,0.1577,FCC
3,1.85,4.815,0.0354,0.142,0.1072,0.0951,0.3274,0.1581,FCC
4,1.85,4.8575,0.0289,0.1191,0.0878,0.0823,0.3183,0.1593,FCC
2,1.85,4.825,0.0295,0.1195,0.0886,0.0823,0.3179,0.1609,FCC
4,1.85,4.7925,0.0296,0.1194,0.0891,0.0822,0.3175,0.1625,FCC
3,1.85,4.76,0.0292,0.1189,0.0892,0.0821,0.317,0.1641,FCC
4,1.8,4.855,0.0351,0.144,0.1063,0.1056,0.3385,0.1526,FCC
1,1.8,4.8975,0.0286,0.1191,0.0848,0.0935,0.3307,0.1543,FCC
3,1.8,4.865,0.029,0.1206,0.0865,0.0934,0.3302,0.156,FCC
2,1.8,4.79,0.0361,0.1447,0.1073,0.1057,0.3373,0.1562,FCC
4,1.8,4.8325,0.0295,0.1217,0.0879,0.0932,0.3297,0.1578,FCC
4,1.8,4.8,0.0303,0.1224,0.0888,0.0929,0.3292,0.1594,FCC
4,1.8,4.735,0.0302,0.1223,0.0893,0.0924,0.3282,0.1627,FCC
4,1.75,4.8725,0.0295,0.1212,0.0849,0.1027,0.3406,0.1523,FCC
4,1.75,4.84,0.0301,0.1229,0.0866,0.1024,0.3401,0.1542,FCC
3,1.75,4.8075,0.0302,0.1242,0.0879,0.1021,0.3395,0.1559,FCC
4,1.75,4.775,0.031,0.1251,0.0889,0.1017,0.3389,0.1577,FCC
3,1.75,4.7425,0.0314,0.1255,0.0894,0.1013,0.3383,0.1594,FCC
4,1.7,4.88,0.0294,0.1208,0.0828,0.1108,0.3496,0.1482,FCC
3,1.7,4.7825,0.0315,0.1265,0.088,0.1094,0.3475,0.1539,FCC
4,1.7,4.7075,0.0377,0.1498,0.1076,0.1222,0.3507,0.1537,FCC
2,1.7,4.75,0.0318,0.1276,0.089,0.1089,0.3468,0.1557,FCC
4,1.7,4.7175,0.0323,0.1283,0.0895,0.1083,0.346,0.1575,FCC
4,1.65,4.725,0.0326,0.1299,0.0891,0.1148,0.3527,0.1535,FCC
4,1.6,4.7,0.0338,0.1321,0.0892,0.1195,0.3564,0.1511,FCC
4,1.8,4.7825,0.0385,0.1508,0.111,0.0963,0.3511,0.179,FCC
4,1.8,4.825,0.0332,0.131,0.0936,0.0832,0.3402,0.1798,FCC
4,1.8,4.7925,0.0331,0.1306,0.0939,0.083,0.3399,0.1812,FCC
4,1.8,4.76,0.0324,0.1297,0.0937,0.0829,0.3397,0.1825,FCC
2,1.75,4.8975,0.0317,0.1318,0.0906,0.0942,0.3542,0.1742,FCC
3,1.75,4.8325,0.0336,0.1336,0.0931,0.0938,0.3537,0.1772,FCC
3,1.75,4.7675,0.034,0.1337,0.094,0.0932,0.3531,0.1801,FCC
3,1.75,4.735,0.0334,0.1331,0.0939,0.0929,0.3528,0.1815,FCC
2,1.7,4.8725,0.0327,0.1338,0.0907,0.1032,0.3663,0.1726,FCC
2,1.7,4.84,0.0332,0.1351,0.0921,0.1029,0.366,0.1742,FCC
2,1.7,4.8075,0.0342,0.136,0.0932,0.1025,0.3656,0.1758,FCC
3,1.7,4.775,0.0348,0.1365,0.0939,0.1021,0.3652,0.1773,FCC
2,1.7,4.7425,0.0348,0.1366,0.0941,0.1016,0.3649,0.1788,FCC
4,1.7,4.71,0.0344,0.1362,0.094,0.1011,0.3645,0.1803,FCC
4,1.65,4.815,0.0341,0.1372,0.0922,0.1102,0.3766,0.1725,FCC
2,1.65,4.7825,0.0349,0.1383,0.0933,0.1096,0.3762,0.1741,FCC
4,1.65,4.75,0.0356,0.139,0.094,0.109,0.3757,0.1757,FCC
2,1.65,4.7175,0.0357,0.1393,0.0942,0.1084,0.3753,0.1773,FCC
2,1.8,4.85,0.0362,0.1384,0.0982,0.0714,0.3418,0.1975,FCC
3,1.8,4.8175,0.0356,0.1374,0.0982,0.0714,0.3418,0.1987,FCC
3,1.8,4.785,0.0346,0.1359,0.0978,0.0714,0.3418,0.1998,FCC
3,1.8,4.7525,0.033,0.1338,0.097,0.0714,0.3417,0.2009,FCC
1,1.75,4.89,0.0364,0.1416,0.0971,0.0842,0.3577,0.1944,FCC
4,1.75,4.8575,0.0369,0.1417,0.0979,0.0841,0.3577,0.1956,FCC
3,1.75,4.76,0.0356,0.1395,0.0979,0.0836,0.3574,0.1993,FCC
3,1.7,4.7675,0.0374,0.1437,0.0984,0.0938,0.3721,0.1973,FCC
4,1.7,4.735,0.0366,0.1428,0.0981,0.0934,0.372,0.1985,FCC
2,1.65,4.71,0.0376,0.146,0.0982,0.1013,0.3855,0.1976,FCC
4,1.75,4.7525,0.0359,0.1424,0.1007,0.0724,0.3547,0.216,FCC
4,1.9,4.8975,0.0334,0.1384,0.1059,0.0813,0.3355,0.1602,FCC
2,1.9,4.865,0.0338,0.1383,0.1066,0.0818,0.335,0.162,FCC
2,1.9,4.9075,0.0266,0.1147,0.0862,0.0684,0.3259,0.1638,FCC
3,1.9,4.875,0.0275,0.1151,0.0875,0.0686,0.3255,0.1655,FCC
3,1.9,4.8,0.0332,0.1368,0.1069,0.0826,0.334,0.1655,FCC
3,1.9,4.81,0.0278,0.1145,0.0888,0.0689,0.3247,0.1688,FCC
3,1.9,4.7775,0.0272,0.1133,0.0888,0.069,0.3243,0.1704,FCC
2,1.85,4.905,0.0329,0.1404,0.105,0.0943,0.3459,0.1559,FCC
2,1.85,4.8725,0.0339,0.141,0.106,0.0946,0.3453,0.1578,FCC
4,1.85,4.915,0.0266,0.1164,0.0846,0.0822,0.3377,0.16,FCC
1,1.85,4.84,0.0345,0.1411,0.1067,0.0948,0.3448,0.1597,FCC
2,1.85,4.8825,0.0272,0.1175,0.0863,0.0822,0.3372,0.1618,FCC
4,1.85,4.85,0.0282,0.1182,0.0876,0.0822,0.3367,0.1635,FCC
3,1.85,4.775,0.0341,0.1401,0.107,0.0953,0.3436,0.1634,FCC
4,1.85,4.7425,0.0331,0.1389,0.1066,0.0954,0.343,0.1652,FCC
3,1.8,4.9225,0.0271,0.117,0.0825,0.0935,0.3481,0.1558,FCC
2,1.8,4.89,0.0278,0.1188,0.0847,0.0934,0.3475,0.1577,FCC
2,1.8,4.815,0.0351,0.1437,0.1068,0.1056,0.3528,0.1572,FCC
2,1.8,4.8575,0.0279,0.1201,0.0864,0.0932,0.3469,0.1596,FCC
4,1.8,4.7825,0.0353,0.1436,0.1071,0.1057,0.3521,0.1592,FCC
3,1.8,4.825,0.0288,0.121,0.0877,0.093,0.3463,0.1614,FCC
3,1.8,4.75,0.035,0.1432,0.1071,0.1057,0.3514,0.1611,FCC
3,1.8,4.7925,0.0294,0.1214,0.0885,0.0928,0.3457,0.1632,FCC
4,1.75,4.79,0.0358,0.1461,0.1069,0.1147,0.3589,0.1545,FCC
3,1.75,4.8325,0.0291,0.1225,0.0865,0.1022,0.3549,0.1571,FCC
2,1.75,4.7575,0.0361,0.1463,0.1072,0.1146,0.3581,0.1565,FCC
1,1.75,4.8,0.0295,0.1236,0.0878,0.1019,0.3542,0.1591,FCC
3,1.75,4.725,0.0358,0.1461,0.1072,0.1145,0.3572,0.1585,FCC
4,1.75,4.7675,0.0302,0.1242,0.0886,0.1015,0.3534,0.1609,FCC
3,1.7,4.7325,0.0369,0.1488,0.1073,0.1223,0.3618,0.1537,FCC
4,1.7,4.775,0.0302,0.126,0.0878,0.1092,0.36,0.1565,FCC
3,1.7,4.7,0.0367,0.1488,0.1073,0.122,0.3608,0.1557,FCC
4,1.7,4.7425,0.031,0.1269,0.0887,0.1086,0.3592,0.1584,FCC
2,1.7,4.71,0.0313,0.1273,0.0892,0.108,0.3583,0.1604,FCC
3,1.65,4.7175,0.0318,0.1294,0.0889,0.1145,0.3627,0.1557,FCC
4,1.6,4.725,0.0328,0.1304,0.088,0.1201,0.3648,0.1506,FCC
4,1.85,4.8975,0.0377,0.1485,0.1103,0.0828,0.3589,0.1799,FCC
1,1.85,4.9075,0.0309,0.127,0.0917,0.0698,0.3476,0.1828,FCC
4,1.85,4.875,0.0315,0.127,0.0927,0.07,0.3474,0.1843,FCC
4,1.85,4.8425,0.0316,0.1266,0.0933,0.0701,0.3472,0.1858,FCC
2,1.8,4.915,0.0303,0.129,0.0904,0.0832,0.3611,0.1797,FCC
3,1.8,4.8825,0.0315,0.1297,0.0918,0.0832,0.3608,0.1812,FCC
2,1.8,4.8075,0.0383,0.1503,0.111,0.0961,0.3702,0.1812,FCC
4,1.8,4.85,0.0322,0.13,0.0928,0.0831,0.3605,0.1828,FCC
2,1.8,4.8175,0.0324,0.1298,0.0934,0.083,0.3602,0.1843,FCC
3,1.8,4.7425,0.0363,0.1478,0.1102,0.0964,0.3694,0.1844,FCC
4,1.75,4.89,0.0307,0.1313,0.0905,0.0941,0.373,0.1778,FCC
4,1.75,4.8575,0.032,0.1322,0.0919,0.0939,0.3727,0.1794,FCC
4,1.75,4.825,0.0329,0.1327,0.0929,0.0937,0.3723,0.181,FCC
2,1.75,4.7925,0.0332,0.1328,0.0935,0.0934,0.3719,0.1826,FCC
2,1.75,4.76,0.033,0.1324,0.0938,0.0931,0.3716,0.1842,FCC
4,1.75,4.7275,0.0323,0.1315,0.0936,0.0927,0.3712,0.1857,FCC
4,1.7,4.8,0.0335,0.1353,0.093,0.1023,0.3827,0.1791,FCC
2,1.7,4.7675,0.034,0.1356,0.0936,0.1018,0.3823,0.1807,FCC
3,1.7,4.735,0.0339,0.1354,0.0939,0.1014,0.3818,0.1824,FCC
4,1.8,4.9075,0.0353,0.138,0.0968,0.0711,0.3646,0.2002,FCC
1,1.8,4.875,0.0356,0.1376,0.0976,0.0712,0.3646,0.2015,FCC
1,1.8,4.8425,0.0354,0.1369,0.0979,0.0713,0.3645,0.2028,FCC
4,1.8,4.81,0.0347,0.1356,0.0979,0.0713,0.3644,0.2041,FCC
4,1.75,4.85,0.0362,0.1406,0.0977,0.084,0.3792,0.2002,FCC
3,1.75,4.785,0.0356,0.1391,0.098,0.0837,0.3789,0.2029,FCC
4,1.75,4.7525,0.0345,0.1376,0.0976,0.0835,0.3788,0.2043,FCC
3,1.7,4.7275,0.0355,0.1411,0.0978,0.0932,0.3921,0.203,FCC
4,1.75,4.745,0.0347,0.1399,0.1004,0.0723,0.3782,0.2219,FCC
1,1.9,4.9225,0.032,0.1373,0.1048,0.0809,0.3527,0.1603,FCC
4,1.9,4.89,0.0328,0.1374,0.1058,0.0814,0.3521,0.1623,FCC
4,1.9,4.9325,0.0248,0.1131,0.0844,0.0681,0.3446,0.1648,FCC
1,1.9,4.8575,0.0331,0.137,0.1064,0.0819,0.3515,0.1642,FCC
4,1.9,4.9,0.026,0.1138,0.086,0.0684,0.3441,0.1667,FCC
4,1.9,4.825,0.0329,0.1363,0.1067,0.0823,0.351,0.1661,FCC
4,1.9,4.8675,0.0268,0.1139,0.0873,0.0686,0.3437,0.1685,FCC
4,1.9,4.7925,0.0322,0.135,0.1066,0.0827,0.3504,0.168,FCC
4,1.9,4.835,0.027,0.1136,0.0881,0.0687,0.3432,0.1703,FCC
4,1.9,4.76,0.0311,0.1332,0.1062,0.083,0.3498,0.1698,FCC
2,1.9,4.8025,0.0268,0.1127,0.0885,0.0688,0.3427,0.172,FCC
4,1.9,4.77,0.0261,0.1112,0.0885,0.0689,0.3422,0.1738,FCC
4,1.85,4.8975,0.0324,0.1397,0.1049,0.0943,0.3608,0.1574,FCC
3,1.85,4.94,0.0254,0.1145,0.0823,0.0821,0.3548,0.1603,FCC
2,1.85,4.865,0.0333,0.1401,0.1059,0.0946,0.3601,0.1594,FCC
1,1.85,4.9075,0.0255,0.1158,0.0844,0.0821,0.3542,0.1622,FCC
4,1.85,4.875,0.0266,0.1167,0.0861,0.0821,0.3537,0.1642,FCC
2,1.85,4.8425,0.0274,0.1171,0.0874,0.0821,0.3531,0.1661,FCC
4,1.85,4.7675,0.0331,0.1385,0.1068,0.0952,0.358,0.1654,FCC
3,1.85,4.81,0.0278,0.117,0.0882,0.082,0.3525,0.1679,FCC
3,1.85,4.7775,0.0277,0.1165,0.0886,0.0819,0.3519,0.1697,FCC
4,1.85,4.745,0.0271,0.1153,0.0886,0.0818,0.3513,0.1715,FCC
3,1.8,4.8725,0.0329,0.142,0.1049,0.1054,0.367,0.1542,FCC
3,1.8,4.915,0.0265,0.1168,0.0824,0.0934,0.3628,0.1574,FCC
3,1.8,4.8825,0.0267,0.1183,0.0845,0.0933,0.3621,0.1594,FCC
3,1.8,4.8075,0.0344,0.1427,0.1066,0.1056,0.3654,0.1585,FCC
2,1.8,4.85,0.0271,0.1194,0.0862,0.0931,0.3614,0.1614,FCC
1,1.8,4.8175,0.0281,0.1201,0.0875,0.0929,0.3607,0.1634,FCC
4,1.8,4.785,0.0286,0.1203,0.0883,0.0926,0.36,0.1653,FCC
4,1.8,4.7525,0.0286,0.12,0.0887,0.0923,0.3593,0.1672,FCC
4,1.75,4.89,0.0276,0.1189,0.0825,0.1027,0.369,0.1543,FCC
4,1.75,4.815,0.0345,0.1449,0.106,0.1147,0.3701,0.1531,FCC
4,1.75,4.8575,0.0279,0.1206,0.0846,0.1024,0.3681,0.1564,FCC
3,1.75,4.75,0.0352,0.1452,0.107,0.1145,0.3681,0.1574,FCC
3,1.75,4.7925,0.0288,0.1228,0.0876,0.1017,0.3665,0.1606,FCC
3,1.75,4.7175,0.0349,0.1448,0.107,0.1144,0.367,0.1595,FCC
3,1.75,4.76,0.0294,0.1232,0.0884,0.1013,0.3656,0.1626,FCC
3,1.75,4.7275,0.0295,0.1232,0.0889,0.1008,0.3647,0.1645,FCC
4,1.7,4.865,0.0287,0.1208,0.0825,0.1104,0.373,0.151,FCC
4,1.7,4.7575,0.0358,0.1477,0.1068,0.1224,0.3703,0.1518,FCC
4,1.7,4.725,0.036,0.1479,0.1071,0.1221,0.369,0.154,FCC
2,1.7,4.7675,0.0294,0.1254,0.0877,0.109,0.3699,0.1575,FCC
3,1.7,4.735,0.0302,0.126,0.0885,0.1084,0.3689,0.1596,FCC
3,1.65,4.7425,0.0301,0.1278,0.0877,0.1149,0.3708,0.1542,FCC
2,1.85,4.89,0.0371,0.1474,0.1101,0.0829,0.3775,0.1823,FCC
2,1.85,4.9325,0.0294,0.1257,0.0902,0.0696,0.3679,0.1844,FCC
4,1.85,4.8575,0.0371,0.1467,0.1106,0.0833,0.3772,0.184,FCC
2,1.85,4.9,0.0303,0.1259,0.0915,0.0698,0.3676,0.186,FCC
3,1.85,4.8675,0.0308,0.1257,0.0925,0.0699,0.3673,0.1876,FCC
1,1.85,4.835,0.0308,0.125,0.0931,0.07,0.367,0.1892,FCC
2,1.85,4.77,0.0293,0.122,0.093,0.0701,0.3664,0.1923,FCC
3,1.8,4.9075,0.0298,0.1283,0.0903,0.0831,0.3797,0.1822,FCC
1,1.8,4.875,0.0309,0.1288,0.0916,0.0831,0.3793,0.1839,FCC
3,1.8,4.8425,0.0315,0.1288,0.0926,0.083,0.3789,0.1855,FCC
4,1.8,4.81,0.0316,0.1284,0.0932,0.0829,0.3786,0.1872,FCC
3,1.8,4.7775,0.0312,0.1275,0.0934,0.0828,0.3782,0.1888,FCC
4,1.8,4.745,0.0303,0.126,0.0931,0.0826,0.3778,0.1904,FCC
3,1.8,4.9,0.0347,0.1368,0.0966,0.0711,0.386,0.2035,FCC
4,1.8,4.8675,0.0349,0.1363,0.0974,0.0712,0.3858,0.205,FCC
2,1.75,4.875,0.0352,0.1396,0.0967,0.084,0.3994,0.2018,FCC
2,1.9,4.915,0.0315,0.1363,0.1047,0.0809,0.3673,0.1608,FCC
1,1.9,4.9575,0.0231,0.1114,0.0822,0.0678,0.3615,0.1641,FCC
1,1.9,4.8825,0.0322,0.1362,0.1056,0.0814,0.3667,0.1629,FCC
4,1.9,4.925,0.0243,0.1123,0.0842,0.0681,0.3609,0.1661,FCC
4,1.9,4.85,0.0324,0.1356,0.1062,0.0819,0.366,0.165,FCC
1,1.9,4.8925,0.0254,0.1127,0.0859,0.0683,0.3603,0.168,FCC
4,1.9,4.8175,0.0321,0.1346,0.1065,0.0823,0.3652,0.167,FCC
1,1.9,4.86,0.0261,0.1126,0.0871,0.0685,0.3598,0.17,FCC
3,1.9,4.785,0.0313,0.1331,0.1064,0.0827,0.3645,0.169,FCC
3,1.9,4.8275,0.0262,0.1119,0.0879,0.0687,0.3592,0.1719,FCC
2,1.9,4.795,0.0259,0.1107,0.0882,0.0688,0.3586,0.1737,FCC
1,1.85,4.89,0.032,0.1389,0.1047,0.0943,0.3734,0.1574,FCC
2,1.85,4.9325,0.0243,0.114,0.0822,0.082,0.3694,0.1609,FCC
3,1.85,4.8575,0.0327,0.139,0.1057,0.0946,0.3726,0.1596,FCC
2,1.85,4.9,0.0247,0.1151,0.0843,0.082,0.3687,0.163,FCC
2,1.85,4.825,0.033,0.1387,0.1063,0.0948,0.3717,0.1617,FCC
3,1.85,4.8675,0.026,0.1158,0.0859,0.082,0.368,0.165,FCC
1,1.85,4.835,0.0267,0.1159,0.0872,0.082,0.3673,0.1671,FCC
4,1.85,4.76,0.0322,0.1367,0.1065,0.0952,0.37,0.1659,FCC
3,1.85,4.8025,0.027,0.1156,0.088,0.0819,0.3665,0.169,FCC
4,1.85,4.77,0.0268,0.1147,0.0884,0.0818,0.3658,0.171,FCC
4,1.85,4.7375,0.026,0.1133,0.0883,0.0816,0.3651,0.1729,FCC
2,1.8,4.865,0.0324,0.1414,0.1048,0.1054,0.3773,0.1538,FCC
3,1.8,4.9075,0.0256,0.1164,0.0823,0.0933,0.3753,0.1576,FCC
4,1.8,4.8325,0.0333,0.1417,0.1058,0.1055,0.3763,0.156,FCC
2,1.8,4.875,0.0254,0.1177,0.0844,0.0931,0.3745,0.1597,FCC
4,1.8,4.8425,0.0265,0.1186,0.086,0.0929,0.3737,0.1619,FCC
4,1.8,4.725,0.0385,0.1587,0.1218,0.1157,0.3733,0.1566,FCC
4,1.8,4.7675,0.0336,0.1411,0.1067,0.1055,0.3743,0.1605,FCC
4,1.8,4.81,0.0274,0.119,0.0873,0.0927,0.3728,0.1639,FCC
2,1.8,4.735,0.0331,0.1402,0.1066,0.1055,0.3732,0.1626,FCC
4,1.75,4.84,0.0328,0.1436,0.1049,0.1147,0.3787,0.1499,FCC
4,1.75,4.8175,0.0271,0.1213,0.0861,0.1019,0.3771,0.1584,FCC
2,1.75,4.785,0.0281,0.1219,0.0874,0.1015,0.3761,0.1606,FCC
3,1.75,4.7525,0.0285,0.1221,0.0882,0.1011,0.3751,0.1627,FCC
4,1.7,4.815,0.0333,0.1458,0.1049,0.1227,0.377,0.1458,FCC
4,1.7,4.7825,0.0344,0.1465,0.1059,0.1225,0.3756,0.1482,FCC
4,1.7,4.825,0.0281,0.1225,0.0845,0.1098,0.3792,0.1525,FCC
3,1.7,4.76,0.0287,0.1246,0.0875,0.1087,0.3768,0.1571,FCC
4,1.65,4.7675,0.0291,0.1261,0.0863,0.1153,0.3758,0.1509,FCC
4,1.85,4.8825,0.0365,0.1461,0.11,0.0829,0.3945,0.1833,FCC
3,1.85,4.925,0.0289,0.1247,0.09,0.0695,0.3862,0.1859,FCC
3,1.85,4.8925,0.0297,0.1247,0.0914,0.0697,0.3859,0.1877,FCC
1,1.85,4.86,0.0301,0.1243,0.0923,0.0698,0.3855,0.1894,FCC
4,1.85,4.8275,0.03,0.1233,0.0928,0.0699,0.3852,0.1911,FCC
4,1.85,4.795,0.0293,0.1218,0.093,0.07,0.3848,0.1928,FCC
4,1.85,4.7625,0.0282,0.1197,0.0927,0.07,0.3844,0.1944,FCC
2,1.8,4.8675,0.0303,0.1277,0.0914,0.083,0.3961,0.1851,FCC
4,1.8,4.8925,0.0341,0.1355,0.0965,0.071,0.4059,0.2055,FCC
1,1.8,4.86,0.0341,0.1347,0.0972,0.0711,0.4057,0.2071,FCC
4,1.75,4.8675,0.0346,0.1385,0.0965,0.0839,0.4181,0.2033,FCC
1,1.9,4.66,0.0332,0.1148,0.0803,0.1596,0.1769,0.1488,FCC
1,1.9,4.5225,0.0282,0.1121,0.077,0.1766,0.1771,0.1578,FCC
1,1.9,4.575,0.0302,0.1131,0.0784,0.1687,0.177,0.1535,FCC
4,1.9,4.6275,0.0315,0.1128,0.0787,0.1586,0.1768,0.1485,FCC
4,1.9,4.5425,0.0274,0.1095,0.0754,0.1674,0.1769,0.1531,FCC
4,1.9,4.595,0.0292,0.1101,0.0765,0.1575,0.1767,0.1483,FCC
1,1.85,4.5825,0.0339,0.1204,0.0809,0.1698,0.2013,0.1594,FCC
4,1.85,4.55,0.0317,0.118,0.0786,0.1685,0.2011,0.1592,FCC
2,1.85,4.57,0.0307,0.1149,0.0767,0.1584,0.201,0.1537,FCC
1,1.85,4.555,0.0332,0.1251,0.0838,0.177,0.1991,0.1696,FCC
1,1.85,4.6075,0.0349,0.1258,0.0848,0.1691,0.1985,0.1662,FCC
1,1.85,4.47,0.0291,0.1178,0.0776,0.1812,0.1997,0.1715,FCC
1,1.85,4.49,0.0281,0.1159,0.0764,0.1741,0.1993,0.1682,FCC
2,1.85,4.595,0.0313,0.12,0.0805,0.1569,0.1981,0.1612,FCC
4,1.85,4.4575,0.0258,0.1099,0.0713,0.1726,0.1993,0.1674,FCC
1,1.85,4.5625,0.0283,0.1163,0.0775,0.1558,0.1982,0.1608,FCC
1,1.8,4.53,0.0346,0.1299,0.0841,0.1755,0.2229,0.1758,FCC
1,1.8,4.55,0.0337,0.1274,0.0825,0.1675,0.2226,0.1715,FCC
1,1.8,4.5175,0.0306,0.124,0.0793,0.166,0.2226,0.1711,FCC
1,1.8,4.6475,0.035,0.1295,0.0851,0.1445,0.213,0.169,FCC
1,1.75,4.5425,0.0346,0.1341,0.0854,0.1648,0.227,0.185,FCC
1,1.75,4.5625,0.0336,0.1324,0.0842,0.1544,0.2261,0.1821,FCC
1,1.9,4.56,0.0334,0.1192,0.084,0.1867,0.2116,0.1868,FCC
1,1.9,4.685,0.0332,0.1143,0.081,0.1602,0.2117,0.1703,FCC
1,1.9,4.495,0.0276,0.1109,0.078,0.1836,0.2112,0.1864,FCC
2,1.9,4.6525,0.0319,0.1126,0.0799,0.1592,0.2116,0.1705,FCC
4,1.9,4.4625,0.0253,0.1053,0.0738,0.1819,0.211,0.1862,FCC
1,1.9,4.515,0.0265,0.1085,0.0764,0.1761,0.2112,0.1816,FCC
1,1.9,4.62,0.03,0.1102,0.0783,0.1582,0.2115,0.1707,FCC
1,1.9,4.5875,0.0277,0.1071,0.076,0.1571,0.2113,0.1708,FCC
1,1.85,4.64,0.0357,0.1218,0.0834,0.172,0.2321,0.1797,FCC
1,1.85,4.555,0.0336,0.1211,0.0824,0.1777,0.2315,0.1857,FCC
1,1.85,4.6075,0.0344,0.1202,0.0822,0.1707,0.2319,0.1799,FCC
1,1.85,4.66,0.0343,0.1182,0.0812,0.1615,0.2322,0.1735,FCC
1,1.85,4.7125,0.0336,0.115,0.0792,0.1501,0.2324,0.1665,FCC
1,1.85,4.575,0.0325,0.118,0.0805,0.1693,0.2317,0.1801,FCC
1,1.85,4.6275,0.0331,0.1168,0.0801,0.1604,0.232,0.1738,FCC
1,1.8,4.4975,0.0325,0.1228,0.0801,0.1737,0.2488,0.1892,FCC
1,1.85,4.58,0.0346,0.1256,0.086,0.1779,0.2325,0.1935,FCC
1,1.85,4.495,0.0304,0.1192,0.0813,0.1823,0.2328,0.1972,FCC
1,1.85,4.705,0.0347,0.1217,0.0834,0.1463,0.2313,0.178,FCC
1,1.85,4.62,0.0323,0.1203,0.0825,0.1576,0.2318,0.1837,FCC
1,1.8,4.575,0.0348,0.1277,0.0845,0.1684,0.2528,0.1927,FCC
1,1.8,4.595,0.0337,0.1249,0.0827,0.1585,0.2526,0.1874,FCC
1,1.8,4.5625,0.0312,0.122,0.0803,0.1572,0.2526,0.1875,FCC
1,1.8,4.515,0.0319,0.125,0.0831,0.174,0.2486,0.2034,FCC
1,1.8,4.5675,0.0331,0.1279,0.0852,0.1666,0.2479,0.1998,FCC
1,1.8,4.64,0.0335,0.1269,0.0846,0.1441,0.2466,0.1907,FCC
1,1.8,4.555,0.0295,0.1213,0.0804,0.1547,0.2475,0.1952,FCC
1,1.75,4.4825,0.0313,0.1256,0.0813,0.1713,0.2611,0.2122,FCC
1,1.75,4.6075,0.0333,0.1316,0.0856,0.1426,0.2584,0.2018,FCC
1,1.7,4.4825,0.0326,0.1313,0.0837,0.17,0.2704,0.2205,FCC
1,1.9,4.5925,0.0297,0.1105,0.0798,0.169,0.2408,0.1936,FCC
1,1.9,4.6125,0.0286,0.1074,0.0778,0.1578,0.2409,0.1874,FCC
1,1.85,4.495,0.0305,0.1175,0.081,0.182,0.2571,0.2078,FCC
1,1.85,4.6525,0.0332,0.1163,0.0808,0.1611,0.2589,0.1885,FCC
1,1.85,4.705,0.0325,0.1135,0.0788,0.1498,0.2593,0.1809,FCC
1,1.85,4.64,0.0306,0.111,0.0774,0.1478,0.2588,0.1822,FCC
1,1.8,4.5025,0.0346,0.1258,0.0839,0.1803,0.2724,0.2099,FCC
1,1.8,4.66,0.035,0.1209,0.0815,0.1628,0.2748,0.1895,FCC
1,1.8,4.595,0.033,0.1188,0.0799,0.1602,0.2742,0.1907,FCC
4,1.8,4.7075,0.0287,0.1035,0.0705,0.1006,0.2758,0.1589,FCC
4,1.75,4.6825,0.0298,0.1071,0.0707,0.1058,0.2903,0.1594,FCC
4,1.7,4.6575,0.031,0.1103,0.0708,0.1096,0.3031,0.1597,FCC
1,1.85,4.5725,0.0331,0.1226,0.0856,0.1775,0.2616,0.2113,FCC
1,1.85,4.625,0.0344,0.1234,0.0859,0.1695,0.2615,0.2059,FCC
1,1.85,4.5925,0.032,0.1201,0.0838,0.1682,0.2615,0.2061,FCC
1,1.85,4.5075,0.0281,0.1133,0.0793,0.1746,0.2615,0.2115,FCC
1,1.85,4.6125,0.0309,0.1175,0.082,0.1572,0.2613,0.2006,FCC
1,1.8,4.4625,0.0303,0.1212,0.0809,0.1787,0.2795,0.2195,FCC
1,1.8,4.515,0.0315,0.1238,0.083,0.1744,0.2796,0.2143,FCC
1,1.8,4.5675,0.0334,0.125,0.084,0.1679,0.2797,0.2087,FCC
1,1.8,4.5875,0.0322,0.1223,0.0822,0.158,0.2796,0.203,FCC
3,1.8,4.7,0.0294,0.1114,0.0752,0.0935,0.2792,0.1756,FCC
1,1.8,4.5075,0.0307,0.1209,0.0825,0.1735,0.2779,0.2224,FCC
1,1.8,4.6125,0.0332,0.1265,0.0859,0.1566,0.2769,0.2127,FCC
1,1.75,4.4625,0.0326,0.1285,0.0839,0.1771,0.297,0.2301,FCC
